FileName,Font,Text,Split
file_10546.png,Arial,Unions,train
file_11843.png,TimesNewRoman,Collier,train
file_17284.png,ComicSansMS,Randolph,train
file_4042.png,Candara,West,train
file_17850.png,ComicSansMS,Tons,train
file_9243.png,Candara,Pupils,train
file_16094.png,TimesNewRoman,Mile,train
file_13785.png,Helvetica,Realist,train
file_10755.png,Verdana,Discount,train
file_2942.png,Lobster,Trouble,train
file_12794.png,MS_Sans_Serif,Crew,train
file_15730.png,CourierNew,Father,train
file_9872.png,CenturyGothic,Scanning,train
file_14318.png,TimesNewRoman,Mean,train
file_17196.png,MonotypeCorsiva,Motto,train
file_14836.png,Verdana,Animals,train
file_14818.png,Verdana,Fighting,train
file_3443.png,Garamond,Grief,train
file_13276.png,CenturyGothic,Roland,train
file_12663.png,Garamond,Germans,train
file_13137.png,MonotypeCorsiva,Beirut,train
file_13174.png,MS_Sans_Serif,Nitrogen,train
file_16014.png,Arial,Billy,train
file_16138.png,SegoeUI,Sky,train
file_10440.png,Candara,Holiday,train
file_18287.png,Georgia,Sheriff,train
file_3876.png,Georgia,Servants,train
file_16661.png,Arial,Nursing,train
file_8992.png,TimesNewRoman,Zimbabwe,train
file_14846.png,TrebuchetMS,Jewel,train
file_6497.png,Palatino,Salvage,train
file_1379.png,Lobster,Matrix,train
file_12673.png,Lobster,Flap,train
file_9141.png,CourierNew,Howard,train
file_7030.png,TrebuchetMS,Picasso,train
file_1.png,CourierNew,Sediment,train
file_984.png,Lobster,Recipes,train
file_18210.png,TimesNewRoman,Reverend,train
file_8011.png,Lobster,Mile,train
file_12847.png,Arial,Wolf,train
file_10786.png,TimesNewRoman,Josh,train
file_19789.png,TimesNewRoman,Agony,train
file_3895.png,TrebuchetMS,Baseball,train
file_14391.png,FranclinGothic,Shopping,train
file_17698.png,Candara,Sale,train
file_16996.png,Helvetica,Kurt,train
file_3358.png,TrebuchetMS,Makeup,train
file_14464.png,Garamond,Canvas,train
file_15801.png,Candara,Virginia,train
file_17752.png,Arial,Paste,train
file_16817.png,MS_Sans_Serif,Sumner,train
file_15090.png,Helvetica,Claire,train
file_10299.png,Palatino,Ancestor,train
file_480.png,Verdana,Learning,train
file_3215.png,Verdana,Outbreak,train
file_17504.png,Candara,Lang,train
file_2016.png,Calibri,Fun,train
file_9414.png,Calibri,Ussr,train
file_12049.png,Candara,Algeria,train
file_19400.png,Palatino,Dow,train
file_2427.png,FranclinGothic,Virtue,train
file_15396.png,Palatino,Dues,train
file_6332.png,TrebuchetMS,Fishes,train
file_14562.png,Arial,Greene,train
file_7579.png,Garamond,Frank,train
file_15696.png,CourierNew,Decision,train
file_6339.png,TrebuchetMS,Lesion,train
file_7047.png,ComicSansMS,Electric,train
file_17317.png,LucidaSans,Kuhn,train
file_10213.png,CenturyGothic,Steam,train
file_19308.png,Arial,Rigidity,train
file_2406.png,Helvetica,Stein,train
file_2727.png,Verdana,Manuel,train
file_3796.png,Lobster,Defense,train
file_3065.png,Verdana,Secret,train
file_14358.png,SegoeUI,Wages,train
file_9899.png,Lobster,Makeup,train
file_14584.png,CenturyGothic,Raven,train
file_2399.png,SegoeUI,Robot,train
file_10296.png,TrebuchetMS,Ida,train
file_8296.png,Arial,Ulysses,train
file_5706.png,Georgia,Solitude,train
file_16320.png,Garamond,Isle,train
file_896.png,ComicSansMS,Chris,train
file_13370.png,MS_Sans_Serif,Seconds,train
file_17098.png,MS_Sans_Serif,Lab,train
file_10859.png,LucidaSans,Working,train
file_17639.png,Garamond,Gazette,train
file_17443.png,Garamond,Martyrs,train
file_18264.png,TrebuchetMS,Lakes,train
file_2141.png,MS_Sans_Serif,Things,train
file_9786.png,Candara,Chest,train
file_8230.png,Arial,Onion,train
file_16887.png,ComicSansMS,Avenue,train
file_12088.png,LucidaSans,Preface,train
file_7188.png,FranclinGothic,Break,train
file_18763.png,Palatino,Rape,train
file_5121.png,Calibri,Potatoes,train
file_2258.png,Helvetica,Herbert,train
file_4776.png,CenturyGothic,Distrust,train
file_13655.png,MS_Sans_Serif,Float,train
file_23.png,SegoeUI,Indies,train
file_3084.png,Georgia,Fluid,train
file_19161.png,CenturyGothic,Genesis,train
file_19087.png,ComicSansMS,Casualty,train
file_10801.png,CourierNew,Mist,train
file_4980.png,Palatino,Excel,train
file_16245.png,CourierNew,Herbert,train
file_16133.png,Arial,Myths,train
file_1364.png,LucidaSans,People,train
file_5665.png,Lobster,Fortunes,train
file_13858.png,Georgia,Cage,train
file_17587.png,Arial,Consumer,train
file_7847.png,Lobster,Bet,train
file_11213.png,Helvetica,Candles,train
file_12882.png,SegoeUI,Rum,train
file_3623.png,TimesNewRoman,Stakes,train
file_3738.png,TrebuchetMS,Ivan,train
file_1206.png,TrebuchetMS,Daylight,train
file_14242.png,Arial,Tide,train
file_4749.png,Helvetica,Defense,train
file_12679.png,Garamond,Rubin,train
file_18435.png,FranclinGothic,Archives,train
file_17224.png,TimesNewRoman,Joyce,train
file_6688.png,TimesNewRoman,Muscles,train
file_4046.png,TrebuchetMS,Cavities,train
file_14138.png,FranclinGothic,Stream,train
file_4187.png,TimesNewRoman,Linkage,train
file_18225.png,Calibri,Gordon,train
file_7128.png,FranclinGothic,David,train
file_10608.png,CourierNew,Dorothy,train
file_6749.png,CenturyGothic,Gazette,train
file_17503.png,Bookman,Madras,train
file_5403.png,Arial,Shannon,train
file_1095.png,Candara,Solute,train
file_4828.png,TimesNewRoman,Complex,train
file_14351.png,Georgia,Feather,train
file_12752.png,Arial,Chapters,train
file_6285.png,Calibri,Distrust,train
file_16561.png,LucidaSans,Monarchy,train
file_12980.png,MS_Sans_Serif,Teacher,train
file_8151.png,Candara,Republic,train
file_5461.png,MS_Sans_Serif,Serpent,train
file_13967.png,Bookman,Johnny,train
file_8869.png,CourierNew,Andrew,train
file_11157.png,MonotypeCorsiva,Revenue,train
file_4164.png,TimesNewRoman,Elsevier,train
file_1749.png,Verdana,Judgment,train
file_8980.png,CenturyGothic,Trusts,train
file_3787.png,ComicSansMS,Calvin,train
file_19990.png,Georgia,Teams,train
file_1289.png,MS_Sans_Serif,Treatise,train
file_9372.png,TimesNewRoman,Element,train
file_9544.png,TimesNewRoman,Coat,train
file_17077.png,Candara,Fate,train
file_8803.png,TimesNewRoman,Villages,train
file_2451.png,FranclinGothic,Tones,train
file_10031.png,Calibri,Charm,train
file_1927.png,MonotypeCorsiva,Copies,train
file_17746.png,Arial,Epoch,train
file_15530.png,Garamond,Free,train
file_10642.png,Garamond,Ser,train
file_16210.png,TrebuchetMS,Male,train
file_3579.png,Georgia,Sperm,train
file_17667.png,Helvetica,Carotid,train
file_18908.png,Palatino,Revenge,train
file_397.png,Arial,Robbins,train
file_9598.png,FranclinGothic,Farm,train
file_7208.png,CourierNew,Northern,train
file_12002.png,CourierNew,Chemist,train
file_11404.png,Georgia,Guru,train
file_1923.png,Candara,Phoenix,train
file_10720.png,TimesNewRoman,Csf,train
file_12101.png,Verdana,Poster,train
file_17405.png,SegoeUI,Twins,train
file_15779.png,Bookman,Highland,train
file_849.png,Candara,Section,train
file_19031.png,Calibri,Strife,train
file_6217.png,Palatino,Skins,train
file_5561.png,SegoeUI,Athlete,train
file_7033.png,ComicSansMS,Nature,train
file_18241.png,Verdana,Chairs,train
file_2561.png,Lobster,Ring,train
file_16584.png,CenturyGothic,Lions,train
file_11917.png,Calibri,Newman,train
file_2828.png,FranclinGothic,Lithium,train
file_19934.png,MonotypeCorsiva,Hoffman,train
file_10752.png,Lobster,Realism,train
file_9412.png,Calibri,Rem,train
file_1081.png,Bookman,Hire,train
file_18098.png,Georgia,Cardinal,train
file_8022.png,Palatino,Tide,train
file_17017.png,Verdana,Blind,train
file_15490.png,TrebuchetMS,Mesh,train
file_2199.png,Verdana,Starts,train
file_17356.png,CenturyGothic,Verses,train
file_7091.png,Bookman,Father,train
file_12301.png,TrebuchetMS,Violin,train
file_5354.png,FranclinGothic,Affairs,train
file_4759.png,Calibri,Shelf,train
file_15147.png,Calibri,Backdrop,train
file_18097.png,Arial,Die,train
file_6464.png,Calibri,Bruno,train
file_13992.png,ComicSansMS,Slab,train
file_5640.png,Bookman,European,train
file_7635.png,SegoeUI,Model,train
file_15915.png,Georgia,Movie,train
file_18345.png,Garamond,Griffin,train
file_3615.png,Georgia,Preface,train
file_18679.png,MonotypeCorsiva,Native,train
file_7798.png,CenturyGothic,Beat,train
file_2913.png,Georgia,Atlas,train
file_18954.png,CourierNew,Mind,train
file_3351.png,Calibri,Starts,train
file_19909.png,Helvetica,Employee,train
file_4129.png,MonotypeCorsiva,Stall,train
file_4321.png,LucidaSans,Basins,train
file_13238.png,Garamond,Large,train
file_1489.png,Garamond,Groom,train
file_622.png,SegoeUI,Rest,train
file_16452.png,TimesNewRoman,Maze,train
file_10133.png,Lobster,Greece,train
file_6555.png,Verdana,Downs,train
file_18252.png,Georgia,Carpet,train
file_5993.png,Georgia,Plates,train
file_19128.png,CourierNew,Counsel,train
file_4414.png,Garamond,Bulk,train
file_3588.png,Calibri,Fourth,train
file_9678.png,CenturyGothic,Zeal,train
file_8674.png,Lobster,Doctrine,train
file_313.png,TrebuchetMS,Trans,train
file_15464.png,Georgia,Pillars,train
file_15198.png,SegoeUI,Turns,train
file_132.png,Calibri,Carter,train
file_7332.png,Georgia,Sages,train
file_8352.png,Verdana,Rupture,train
file_943.png,ComicSansMS,Bombing,train
file_4515.png,MonotypeCorsiva,Dip,train
file_1741.png,Lobster,Thailand,train
file_15723.png,Verdana,Action,train
file_6445.png,SegoeUI,Trading,train
file_19405.png,Garamond,Diary,train
file_14732.png,Garamond,Sharon,train
file_10768.png,Bookman,Land,train
file_4771.png,CourierNew,Trap,train
file_2400.png,CourierNew,Patriots,train
file_19584.png,CourierNew,Suits,train
file_4268.png,Palatino,Pumps,train
file_5733.png,MS_Sans_Serif,Ken,train
file_11813.png,Arial,Exertion,train
file_18999.png,FranclinGothic,Chair,train
file_15427.png,Verdana,Nathan,train
file_169.png,FranclinGothic,Composer,train
file_11502.png,Palatino,Pillar,train
file_4605.png,Calibri,Take,train
file_17811.png,FranclinGothic,Serpent,train
file_14446.png,CourierNew,Modern,train
file_204.png,ComicSansMS,Believer,train
file_6887.png,Bookman,Lottery,train
file_5849.png,Candara,Whites,train
file_15950.png,TimesNewRoman,Glenn,train
file_666.png,Candara,Rand,train
file_12240.png,CenturyGothic,Url,train
file_14073.png,TrebuchetMS,Dialects,train
file_10756.png,TimesNewRoman,Provider,train
file_4212.png,SegoeUI,Ending,train
file_4330.png,LucidaSans,Grid,train
file_6345.png,TrebuchetMS,Cities,train
file_1335.png,CourierNew,Martyr,train
file_15935.png,MonotypeCorsiva,Pergamon,train
file_18681.png,CenturyGothic,Berg,train
file_16750.png,CenturyGothic,Feminism,train
file_10367.png,Lobster,Tenancy,train
file_5578.png,TrebuchetMS,Mann,train
file_2813.png,Candara,Edgar,train
file_2673.png,Palatino,Unwin,train
file_9931.png,TimesNewRoman,Remarks,train
file_11465.png,Calibri,Editions,train
file_518.png,Garamond,Atomic,train
file_10899.png,Candara,Shipping,train
file_14600.png,Lobster,Momentum,train
file_5493.png,Garamond,Temples,train
file_2732.png,ComicSansMS,Budget,train
file_5732.png,Garamond,Chris,train
file_18440.png,CenturyGothic,Tune,train
file_16890.png,CenturyGothic,Devils,train
file_16351.png,SegoeUI,Carbon,train
file_9561.png,Bookman,Treasure,train
file_10514.png,Helvetica,Percy,train
file_16991.png,Calibri,Friedman,train
file_18411.png,Helvetica,Little,train
file_4564.png,Garamond,Myths,train
file_8826.png,TimesNewRoman,Ghosts,train
file_8897.png,Verdana,Beams,train
file_4381.png,Calibri,Export,train
file_10592.png,Palatino,Vessel,train
file_13223.png,Bookman,Mutants,train
file_3602.png,Calibri,Donation,train
file_2588.png,Candara,Johnston,train
file_19239.png,Palatino,Output,train
file_14739.png,Georgia,Sentence,train
file_7622.png,Candara,Makers,train
file_10251.png,SegoeUI,Rico,train
file_13943.png,Palatino,Abbot,train
file_13274.png,Helvetica,Fraser,train
file_15783.png,Calibri,Symmetry,train
file_825.png,FranclinGothic,Brooke,train
file_4805.png,Helvetica,Dynamics,train
file_10488.png,CenturyGothic,Metal,train
file_6963.png,TrebuchetMS,Farmers,train
file_8784.png,Verdana,Bees,train
file_17755.png,CourierNew,Joel,train
file_2025.png,MonotypeCorsiva,Touch,train
file_815.png,Candara,Warnings,train
file_18211.png,Arial,Villages,train
file_2026.png,TrebuchetMS,Womb,train
file_2225.png,Candara,Damages,train
file_15173.png,CenturyGothic,Dark,train
file_9084.png,TimesNewRoman,Beat,train
file_13747.png,LucidaSans,Desk,train
file_4173.png,Arial,Toxins,train
file_13093.png,TrebuchetMS,Size,train
file_8115.png,Arial,Status,train
file_10419.png,TimesNewRoman,Bell,train
file_1731.png,MS_Sans_Serif,Semitism,train
file_4132.png,Arial,Years,train
file_18842.png,MS_Sans_Serif,Goats,train
file_7779.png,LucidaSans,Boulder,train
file_8366.png,FranclinGothic,Rites,train
file_7788.png,Calibri,Scouts,train
file_14383.png,TrebuchetMS,Persian,train
file_16090.png,Palatino,Wayne,train
file_16250.png,Arial,Camps,train
file_15834.png,Palatino,Clips,train
file_11867.png,Arial,Thieves,train
file_3569.png,CenturyGothic,Elijah,train
file_10279.png,TrebuchetMS,Leagues,train
file_2086.png,FranclinGothic,Control,train
file_17364.png,Bookman,Concept,train
file_4169.png,FranclinGothic,Kong,train
file_16408.png,SegoeUI,Site,train
file_1152.png,Georgia,Dollar,train
file_1716.png,Calibri,Ounce,train
file_10973.png,CenturyGothic,Alphabet,train
file_16495.png,Lobster,Hybrids,train
file_19521.png,CenturyGothic,Trap,train
file_16699.png,FranclinGothic,Cracks,train
file_13092.png,MS_Sans_Serif,Registry,train
file_9438.png,FranclinGothic,Beat,train
file_956.png,TimesNewRoman,Goose,train
file_155.png,ComicSansMS,Ukraine,train
file_9258.png,Lobster,Command,train
file_13314.png,Lobster,Scenario,train
file_2868.png,Lobster,Dealer,train
file_18895.png,CourierNew,Cursor,train
file_2791.png,Candara,Hypnosis,train
file_13138.png,MS_Sans_Serif,Psyche,train
file_8905.png,ComicSansMS,Advisers,train
file_15715.png,ComicSansMS,Note,train
file_1337.png,LucidaSans,Cal,train
file_19227.png,Helvetica,Matter,train
file_4355.png,FranclinGothic,Kaufman,train
file_14875.png,Garamond,Mao,train
file_19537.png,MonotypeCorsiva,Edwards,train
file_7143.png,Bookman,Laugh,train
file_305.png,Helvetica,Vertex,train
file_5099.png,MS_Sans_Serif,Butt,train
file_18255.png,Arial,George,train
file_19370.png,Bookman,Points,train
file_8460.png,Helvetica,Turnover,train
file_14835.png,Garamond,Curse,train
file_11194.png,Georgia,Schiller,train
file_2195.png,TrebuchetMS,Chart,train
file_10447.png,Helvetica,Silver,train
file_12955.png,Bookman,Sheriff,train
file_2501.png,Candara,Norms,train
file_12019.png,Helvetica,Delaware,train
file_14791.png,Candara,Lower,train
file_5666.png,CenturyGothic,Vice,train
file_12975.png,Verdana,Bradford,train
file_10439.png,Candara,Abuse,train
file_7000.png,ComicSansMS,Wonder,train
file_5277.png,TimesNewRoman,Doctoral,train
file_11244.png,Calibri,Curtains,train
file_7157.png,Bookman,Premises,train
file_14278.png,TrebuchetMS,Empathy,train
file_14593.png,Lobster,Beard,train
file_5851.png,SegoeUI,Acres,train
file_9535.png,Garamond,Canoes,train
file_2923.png,Palatino,Strain,train
file_9928.png,ComicSansMS,Proof,train
file_5090.png,MonotypeCorsiva,Speaker,train
file_14269.png,Candara,Hardness,train
file_4602.png,MS_Sans_Serif,Dementia,train
file_17807.png,Bookman,Emperor,train
file_4531.png,Palatino,Receipt,train
file_11238.png,LucidaSans,Anderson,train
file_18543.png,MonotypeCorsiva,Bundle,train
file_2903.png,ComicSansMS,Goods,train
file_5985.png,FranclinGothic,Governor,train
file_10976.png,Palatino,Dialects,train
file_10595.png,CourierNew,Items,train
file_1254.png,ComicSansMS,Reserves,train
file_3553.png,MonotypeCorsiva,Beds,train
file_16022.png,TimesNewRoman,Genius,train
file_801.png,Verdana,Ethic,train
file_8088.png,TimesNewRoman,Hayes,train
file_15472.png,MS_Sans_Serif,Becker,train
file_5078.png,Candara,Concern,train
file_5462.png,LucidaSans,Brazil,train
file_1825.png,Candara,Hunger,train
file_3425.png,Palatino,Flaw,train
file_4249.png,CourierNew,Porter,train
file_3723.png,Georgia,Summer,train
file_10134.png,MS_Sans_Serif,Peptides,train
file_107.png,Helvetica,Payments,train
file_3641.png,Garamond,Payment,train
file_7619.png,Palatino,Caution,train
file_12526.png,FranclinGothic,Burning,train
file_7954.png,LucidaSans,Spain,train
file_12164.png,Bookman,Sellers,train
file_1156.png,ComicSansMS,Runs,train
file_5410.png,Lobster,Chair,train
file_16131.png,Verdana,Starch,train
file_12386.png,CenturyGothic,Generals,train
file_15526.png,SegoeUI,Florence,train
file_19914.png,TrebuchetMS,Rapids,train
file_9758.png,LucidaSans,Silver,train
file_9682.png,Lobster,Presence,train
file_17493.png,Garamond,Game,train
file_9574.png,Helvetica,Pop,train
file_17510.png,Helvetica,Command,train
file_19922.png,Palatino,Lad,train
file_7640.png,Lobster,Website,train
file_11571.png,ComicSansMS,Layout,train
file_18924.png,CourierNew,Veterans,train
file_8939.png,Helvetica,Settlers,train
file_18553.png,MS_Sans_Serif,Chandra,train
file_1402.png,LucidaSans,Fraud,train
file_18863.png,CenturyGothic,Soul,train
file_4877.png,Candara,Jesus,train
file_18261.png,LucidaSans,January,train
file_19258.png,CourierNew,Ceremony,train
file_3444.png,TrebuchetMS,Examiner,train
file_14916.png,TimesNewRoman,Plymouth,train
file_8483.png,CourierNew,Goodman,train
file_13888.png,Garamond,Response,train
file_8094.png,CourierNew,Sciences,train
file_12276.png,Georgia,Pirates,train
file_8956.png,Verdana,Beat,train
file_11551.png,Georgia,Volcano,train
file_18988.png,Verdana,Pressure,train
file_15945.png,Palatino,Duration,train
file_12920.png,MonotypeCorsiva,Make,train
file_17150.png,MonotypeCorsiva,Beans,train
file_773.png,Helvetica,Dish,train
file_17777.png,MonotypeCorsiva,Trunk,train
file_11173.png,FranclinGothic,Salesman,train
file_6026.png,MonotypeCorsiva,Waveform,train
file_7938.png,Calibri,Samples,train
file_10836.png,TimesNewRoman,Moses,train
file_177.png,Palatino,Bottles,train
file_146.png,Bookman,Stars,train
file_947.png,Georgia,Dance,train
file_14639.png,MS_Sans_Serif,Recall,train
file_16264.png,Bookman,Empress,train
file_10565.png,FranclinGothic,Majors,train
file_9423.png,Palatino,Seminary,train
file_16339.png,Palatino,Alliance,train
file_1315.png,Georgia,Forbes,train
file_847.png,FranclinGothic,Browning,train
file_10465.png,FranclinGothic,Camel,train
file_19011.png,Helvetica,Fighters,train
file_2665.png,Arial,Avenue,train
file_1486.png,Helvetica,Rift,train
file_11635.png,MS_Sans_Serif,Bert,train
file_10828.png,Lobster,Ryan,train
file_12408.png,TrebuchetMS,Lawson,train
file_11812.png,Garamond,Meeting,train
file_9745.png,Bookman,Boys,train
file_5586.png,Georgia,Views,train
file_12763.png,TimesNewRoman,Products,train
file_18841.png,MS_Sans_Serif,Johannes,train
file_7930.png,Lobster,Headache,train
file_7889.png,Calibri,Employer,train
file_18782.png,SegoeUI,Clock,train
file_5525.png,TrebuchetMS,Prism,train
file_16490.png,Calibri,Saturn,train
file_1587.png,ComicSansMS,Trinidad,train
file_1917.png,Verdana,Progress,train
file_3711.png,LucidaSans,Drawers,train
file_15219.png,Georgia,Forest,train
